t, Reservoir1_Storage, t, Reservoir1_inflow, t, Reservoir2_Storage, t, Reservoir2_inflow, t, User1_Storage, t, myLink_flow, t, User_link_flow, 
6.678148, 1.500000e+01,6.678148, 0.000000e+00,6.678148, 8.321856e+00,6.678148, 0.000000e+00,6.678148, 6.678144e+00,6.678148, 6.953356e-310,6.678148, 1.000000e+00,
6.701852, 1.500000e+01,6.701852, 0.000000e+00,6.701852, 8.298153e+00,6.701852, 0.000000e+00,6.701852, 6.701847e+00,6.701852, 6.953356e-310,6.701852, 1.000000e+00,
6.725556, 1.500000e+01,6.725556, 0.000000e+00,6.725556, 8.274449e+00,6.725556, 0.000000e+00,6.725556, 6.725551e+00,6.725556, 6.953356e-310,6.725556, 1.000000e+00,
6.749259, 1.500000e+01,6.749259, 0.000000e+00,6.749259, 8.250745e+00,6.749259, 0.000000e+00,6.749259, 6.749255e+00,6.749259, 6.953356e-310,6.749259, 1.000000e+00,
6.772963, 1.500000e+01,6.772963, 0.000000e+00,6.772963, 8.227041e+00,6.772963, 0.000000e+00,6.772963, 6.772959e+00,6.772963, 6.953356e-310,6.772963, 1.000000e+00,
6.796667, 1.500000e+01,6.796667, 0.000000e+00,6.796667, 8.203338e+00,6.796667, 0.000000e+00,6.796667, 6.796662e+00,6.796667, 6.953356e-310,6.796667, 1.000000e+00,
6.820370, 1.500000e+01,6.820370, 0.000000e+00,6.820370, 8.179634e+00,6.820370, 0.000000e+00,6.820370, 6.820366e+00,6.820370, 6.953356e-310,6.820370, 1.000000e+00,
6.844074, 1.500000e+01,6.844074, 0.000000e+00,6.844074, 8.155930e+00,6.844074, 0.000000e+00,6.844074, 6.844070e+00,6.844074, 6.953356e-310,6.844074, 1.000000e+00,
6.867778, 1.500000e+01,6.867778, 0.000000e+00,6.867778, 8.132227e+00,6.867778, 0.000000e+00,6.867778, 6.867773e+00,6.867778, 6.953356e-310,6.867778, 1.000000e+00,
6.891481, 1.500000e+01,6.891481, 0.000000e+00,6.891481, 8.108523e+00,6.891481, 0.000000e+00,6.891481, 6.891477e+00,6.891481, 6.953356e-310,6.891481, 1.000000e+00,
6.915185, 1.500000e+01,6.915185, 0.000000e+00,6.915185, 8.084819e+00,6.915185, 0.000000e+00,6.915185, 6.915181e+00,6.915185, 6.953356e-310,6.915185, 1.000000e+00,
6.938889, 1.500000e+01,6.938889, 0.000000e+00,6.938889, 8.061116e+00,6.938889, 0.000000e+00,6.938889, 6.938884e+00,6.938889, 6.953356e-310,6.938889, 1.000000e+00,
6.962593, 1.500000e+01,6.962593, 0.000000e+00,6.962593, 8.037412e+00,6.962593, 0.000000e+00,6.962593, 6.962588e+00,6.962593, 6.953356e-310,6.962593, 1.000000e+00,
6.986296, 1.500000e+01,6.986296, 0.000000e+00,6.986296, 8.013708e+00,6.986296, 0.000000e+00,6.986296, 6.986292e+00,6.986296, 6.953356e-310,6.986296, 1.000000e+00,
7.010000, 1.500000e+01,7.010000, 0.000000e+00,7.010000, 7.990005e+00,7.010000, 0.000000e+00,7.010000, 7.009995e+00,7.010000, 6.953356e-310,7.010000, 1.000000e+00,
7.033704, 1.500000e+01,7.033704, 0.000000e+00,7.033704, 7.966301e+00,7.033704, 0.000000e+00,7.033704, 7.033699e+00,7.033704, 6.953356e-310,7.033704, 1.000000e+00,
7.057407, 1.500000e+01,7.057407, 0.000000e+00,7.057407, 7.942597e+00,7.057407, 0.000000e+00,7.057407, 7.057403e+00,7.057407, 6.953356e-310,7.057407, 1.000000e+00,
7.081111, 1.500000e+01,7.081111, 0.000000e+00,7.081111, 7.918893e+00,7.081111, 0.000000e+00,7.081111, 7.081107e+00,7.081111, 6.953356e-310,7.081111, 1.000000e+00,
7.104815, 1.500000e+01,7.104815, 0.000000e+00,7.104815, 7.895190e+00,7.104815, 0.000000e+00,7.104815, 7.104810e+00,7.104815, 6.953356e-310,7.104815, 1.000000e+00,
7.128519, 1.500000e+01,7.128519, 0.000000e+00,7.128519, 7.871486e+00,7.128519, 0.000000e+00,7.128519, 7.128514e+00,7.128519, 6.953356e-310,7.128519, 1.000000e+00,
7.152222, 1.500000e+01,7.152222, 0.000000e+00,7.152222, 7.847782e+00,7.152222, 0.000000e+00,7.152222, 7.152218e+00,7.152222, 6.953356e-310,7.152222, 1.000000e+00,
7.175926, 1.500000e+01,7.175926, 0.000000e+00,7.175926, 7.824079e+00,7.175926, 0.000000e+00,7.175926, 7.175921e+00,7.175926, 6.953356e-310,7.175926, 1.000000e+00,
7.199630, 1.500000e+01,7.199630, 0.000000e+00,7.199630, 7.800375e+00,7.199630, 0.000000e+00,7.199630, 7.199625e+00,7.199630, 6.953356e-310,7.199630, 1.000000e+00,
7.223333, 1.500000e+01,7.223333, 0.000000e+00,7.223333, 7.776671e+00,7.223333, 0.000000e+00,7.223333, 7.223329e+00,7.223333, 6.953356e-310,7.223333, 1.000000e+00,
7.247037, 1.500000e+01,7.247037, 0.000000e+00,7.247037, 7.752968e+00,7.247037, 0.000000e+00,7.247037, 7.247032e+00,7.247037, 6.953356e-310,7.247037, 1.000000e+00,
7.270741, 1.500000e+01,7.270741, 0.000000e+00,7.270741, 7.729264e+00,7.270741, 0.000000e+00,7.270741, 7.270736e+00,7.270741, 6.953356e-310,7.270741, 1.000000e+00,
7.294444, 1.500000e+01,7.294444, 0.000000e+00,7.294444, 7.705560e+00,7.294444, 0.000000e+00,7.294444, 7.294440e+00,7.294444, 6.953356e-310,7.294444, 1.000000e+00,
7.318148, 1.500000e+01,7.318148, 0.000000e+00,7.318148, 7.681857e+00,7.318148, 0.000000e+00,7.318148, 7.318143e+00,7.318148, 6.953356e-310,7.318148, 1.000000e+00,
7.341852, 1.500000e+01,7.341852, 0.000000e+00,7.341852, 7.658153e+00,7.341852, 0.000000e+00,7.341852, 7.341847e+00,7.341852, 6.953356e-310,7.341852, 1.000000e+00,
7.365556, 1.500000e+01,7.365556, 0.000000e+00,7.365556, 7.634449e+00,7.365556, 0.000000e+00,7.365556, 7.365551e+00,7.365556, 6.953356e-310,7.365556, 1.000000e+00,
7.389259, 1.500000e+01,7.389259, 0.000000e+00,7.389259, 7.610746e+00,7.389259, 0.000000e+00,7.389259, 7.389254e+00,7.389259, 6.953356e-310,7.389259, 1.000000e+00,
7.412963, 1.500000e+01,7.412963, 0.000000e+00,7.412963, 7.587042e+00,7.412963, 0.000000e+00,7.412963, 7.412958e+00,7.412963, 6.953356e-310,7.412963, 1.000000e+00,
7.436667, 1.500000e+01,7.436667, 0.000000e+00,7.436667, 7.563338e+00,7.436667, 0.000000e+00,7.436667, 7.436662e+00,7.436667, 6.953356e-310,7.436667, 1.000000e+00,
7.460370, 1.500000e+01,7.460370, 0.000000e+00,7.460370, 7.539634e+00,7.460370, 0.000000e+00,7.460370, 7.460366e+00,7.460370, 6.953356e-310,7.460370, 1.000000e+00,
7.484074, 1.500000e+01,7.484074, 0.000000e+00,7.484074, 7.515931e+00,7.484074, 0.000000e+00,7.484074, 7.484069e+00,7.484074, 6.953356e-310,7.484074, 1.000000e+00,
7.507778, 1.500000e+01,7.507778, 0.000000e+00,7.507778, 7.492227e+00,7.507778, 0.000000e+00,7.507778, 7.507773e+00,7.507778, 6.953356e-310,7.507778, 1.000000e+00,
7.531481, 1.500000e+01,7.531481, 0.000000e+00,7.531481, 7.468523e+00,7.531481, 0.000000e+00,7.531481, 7.531477e+00,7.531481, 6.953356e-310,7.531481, 1.000000e+00,
7.555185, 1.500000e+01,7.555185, 0.000000e+00,7.555185, 7.444820e+00,7.555185, 0.000000e+00,7.555185, 7.555180e+00,7.555185, 6.953356e-310,7.555185, 1.000000e+00,
7.578889, 1.500000e+01,7.578889, 0.000000e+00,7.578889, 7.421116e+00,7.578889, 0.000000e+00,7.578889, 7.578884e+00,7.578889, 6.953356e-310,7.578889, 1.000000e+00,
7.602593, 1.500000e+01,7.602593, 0.000000e+00,7.602593, 7.397412e+00,7.602593, 0.000000e+00,7.602593, 7.602588e+00,7.602593, 6.953356e-310,7.602593, 1.000000e+00,
7.626296, 1.500000e+01,7.626296, 0.000000e+00,7.626296, 7.373709e+00,7.626296, 0.000000e+00,7.626296, 7.626291e+00,7.626296, 6.953356e-310,7.626296, 1.000000e+00,
7.650000, 1.500000e+01,7.650000, 0.000000e+00,7.650000, 7.350005e+00,7.650000, 0.000000e+00,7.650000, 7.649995e+00,7.650000, 6.953356e-310,7.650000, 1.000000e+00,
7.673704, 1.500000e+01,7.673704, 0.000000e+00,7.673704, 7.326301e+00,7.673704, 0.000000e+00,7.673704, 7.673699e+00,7.673704, 6.953356e-310,7.673704, 1.000000e+00,
7.697407, 1.500000e+01,7.697407, 0.000000e+00,7.697407, 7.302598e+00,7.697407, 0.000000e+00,7.697407, 7.697402e+00,7.697407, 6.953356e-310,7.697407, 1.000000e+00,
7.721111, 1.500000e+01,7.721111, 0.000000e+00,7.721111, 7.278894e+00,7.721111, 0.000000e+00,7.721111, 7.721106e+00,7.721111, 6.953356e-310,7.721111, 1.000000e+00,
7.744815, 1.500000e+01,7.744815, 0.000000e+00,7.744815, 7.255190e+00,7.744815, 0.000000e+00,7.744815, 7.744810e+00,7.744815, 6.953356e-310,7.744815, 1.000000e+00,
7.768519, 1.500000e+01,7.768519, 0.000000e+00,7.768519, 7.231487e+00,7.768519, 0.000000e+00,7.768519, 7.768513e+00,7.768519, 6.953356e-310,7.768519, 1.000000e+00,
7.792222, 1.500000e+01,7.792222, 0.000000e+00,7.792222, 7.207783e+00,7.792222, 0.000000e+00,7.792222, 7.792217e+00,7.792222, 6.953356e-310,7.792222, 1.000000e+00,
7.815926, 1.500000e+01,7.815926, 0.000000e+00,7.815926, 7.184079e+00,7.815926, 0.000000e+00,7.815926, 7.815921e+00,7.815926, 6.953356e-310,7.815926, 1.000000e+00,
7.839630, 1.500000e+01,7.839630, 0.000000e+00,7.839630, 7.160375e+00,7.839630, 0.000000e+00,7.839630, 7.839625e+00,7.839630, 6.953356e-310,7.839630, 1.000000e+00,
7.863333, 1.500000e+01,7.863333, 0.000000e+00,7.863333, 7.136672e+00,7.863333, 0.000000e+00,7.863333, 7.863328e+00,7.863333, 6.953356e-310,7.863333, 1.000000e+00,
7.887037, 1.500000e+01,7.887037, 0.000000e+00,7.887037, 7.112968e+00,7.887037, 0.000000e+00,7.887037, 7.887032e+00,7.887037, 6.953356e-310,7.887037, 1.000000e+00,
7.910741, 1.500000e+01,7.910741, 0.000000e+00,7.910741, 7.089264e+00,7.910741, 0.000000e+00,7.910741, 7.910736e+00,7.910741, 6.953356e-310,7.910741, 1.000000e+00,
7.934444, 1.500000e+01,7.934444, 0.000000e+00,7.934444, 7.065561e+00,7.934444, 0.000000e+00,7.934444, 7.934439e+00,7.934444, 6.953356e-310,7.934444, 1.000000e+00,
7.958148, 1.500000e+01,7.958148, 0.000000e+00,7.958148, 7.041857e+00,7.958148, 0.000000e+00,7.958148, 7.958143e+00,7.958148, 6.953356e-310,7.958148, 1.000000e+00,
7.981852, 1.500000e+01,7.981852, 0.000000e+00,7.981852, 7.018153e+00,7.981852, 0.000000e+00,7.981852, 7.981847e+00,7.981852, 6.953356e-310,7.981852, 1.000000e+00,
8.005556, 1.500000e+01,8.005556, 0.000000e+00,8.005556, 6.994450e+00,8.005556, 0.000000e+00,8.005556, 8.005550e+00,8.005556, 6.953356e-310,8.005556, 1.000000e+00,
8.029259, 1.500000e+01,8.029259, 0.000000e+00,8.029259, 6.970746e+00,8.029259, 0.000000e+00,8.029259, 8.029254e+00,8.029259, 6.953356e-310,8.029259, 1.000000e+00,
8.052963, 1.500000e+01,8.052963, 0.000000e+00,8.052963, 6.947042e+00,8.052963, 0.000000e+00,8.052963, 8.052958e+00,8.052963, 6.953356e-310,8.052963, 1.000000e+00,
8.076667, 1.500000e+01,8.076667, 0.000000e+00,8.076667, 6.923339e+00,8.076667, 0.000000e+00,8.076667, 8.076661e+00,8.076667, 6.953356e-310,8.076667, 1.000000e+00,
8.100370, 1.500000e+01,8.100370, 0.000000e+00,8.100370, 6.899635e+00,8.100370, 0.000000e+00,8.100370, 8.100365e+00,8.100370, 6.953356e-310,8.100370, 1.000000e+00,
8.124074, 1.500000e+01,8.124074, 0.000000e+00,8.124074, 6.875931e+00,8.124074, 0.000000e+00,8.124074, 8.124069e+00,8.124074, 6.953356e-310,8.124074, 1.000000e+00,
8.147778, 1.500000e+01,8.147778, 0.000000e+00,8.147778, 6.852228e+00,8.147778, 0.000000e+00,8.147778, 8.147772e+00,8.147778, 6.953356e-310,8.147778, 1.000000e+00,
8.171481, 1.500000e+01,8.171481, 0.000000e+00,8.171481, 6.828524e+00,8.171481, 0.000000e+00,8.171481, 8.171476e+00,8.171481, 6.953356e-310,8.171481, 1.000000e+00,
8.195185, 1.500000e+01,8.195185, 0.000000e+00,8.195185, 6.804820e+00,8.195185, 0.000000e+00,8.195185, 8.195180e+00,8.195185, 6.953356e-310,8.195185, 1.000000e+00,
8.218889, 1.500000e+01,8.218889, 0.000000e+00,8.218889, 6.781116e+00,8.218889, 0.000000e+00,8.218889, 8.218884e+00,8.218889, 6.953356e-310,8.218889, 1.000000e+00,
8.242593, 1.500000e+01,8.242593, 0.000000e+00,8.242593, 6.757413e+00,8.242593, 0.000000e+00,8.242593, 8.242587e+00,8.242593, 6.953356e-310,8.242593, 1.000000e+00,
8.266296, 1.500000e+01,8.266296, 0.000000e+00,8.266296, 6.733709e+00,8.266296, 0.000000e+00,8.266296, 8.266291e+00,8.266296, 6.953356e-310,8.266296, 1.000000e+00,
8.290000, 1.500000e+01,8.290000, 0.000000e+00,8.290000, 6.710005e+00,8.290000, 0.000000e+00,8.290000, 8.289995e+00,8.290000, 6.953356e-310,8.290000, 1.000000e+00,
8.313704, 1.500000e+01,8.313704, 0.000000e+00,8.313704, 6.686302e+00,8.313704, 0.000000e+00,8.313704, 8.313698e+00,8.313704, 6.953356e-310,8.313704, 1.000000e+00,
8.337407, 1.500000e+01,8.337407, 0.000000e+00,8.337407, 6.662598e+00,8.337407, 0.000000e+00,8.337407, 8.337402e+00,8.337407, 6.953356e-310,8.337407, 1.000000e+00,
8.361111, 1.500000e+01,8.361111, 0.000000e+00,8.361111, 6.638894e+00,8.361111, 0.000000e+00,8.361111, 8.361106e+00,8.361111, 6.953356e-310,8.361111, 1.000000e+00,
8.384815, 1.500000e+01,8.384815, 0.000000e+00,8.384815, 6.615191e+00,8.384815, 0.000000e+00,8.384815, 8.384809e+00,8.384815, 6.953356e-310,8.384815, 1.000000e+00,
8.408519, 1.500000e+01,8.408519, 0.000000e+00,8.408519, 6.591487e+00,8.408519, 0.000000e+00,8.408519, 8.408513e+00,8.408519, 6.953356e-310,8.408519, 1.000000e+00,
8.432222, 1.500000e+01,8.432222, 0.000000e+00,8.432222, 6.567783e+00,8.432222, 0.000000e+00,8.432222, 8.432217e+00,8.432222, 6.953356e-310,8.432222, 1.000000e+00,
8.455926, 1.500000e+01,8.455926, 0.000000e+00,8.455926, 6.544080e+00,8.455926, 0.000000e+00,8.455926, 8.455920e+00,8.455926, 6.953356e-310,8.455926, 1.000000e+00,
8.479630, 1.500000e+01,8.479630, 0.000000e+00,8.479630, 6.520376e+00,8.479630, 0.000000e+00,8.479630, 8.479624e+00,8.479630, 6.953356e-310,8.479630, 1.000000e+00,
8.503333, 1.500000e+01,8.503333, 0.000000e+00,8.503333, 6.496672e+00,8.503333, 0.000000e+00,8.503333, 8.503328e+00,8.503333, 6.953356e-310,8.503333, 1.000000e+00,
8.527037, 1.500000e+01,8.527037, 0.000000e+00,8.527037, 6.472969e+00,8.527037, 0.000000e+00,8.527037, 8.527031e+00,8.527037, 6.953356e-310,8.527037, 1.000000e+00,
8.550741, 1.500000e+01,8.550741, 0.000000e+00,8.550741, 6.449265e+00,8.550741, 0.000000e+00,8.550741, 8.550735e+00,8.550741, 6.953356e-310,8.550741, 1.000000e+00,
8.574444, 1.500000e+01,8.574444, 0.000000e+00,8.574444, 6.425561e+00,8.574444, 0.000000e+00,8.574444, 8.574439e+00,8.574444, 6.953356e-310,8.574444, 1.000000e+00,
8.598148, 1.500000e+01,8.598148, 0.000000e+00,8.598148, 6.401857e+00,8.598148, 0.000000e+00,8.598148, 8.598143e+00,8.598148, 6.953356e-310,8.598148, 1.000000e+00,
8.621852, 1.500000e+01,8.621852, 0.000000e+00,8.621852, 6.378154e+00,8.621852, 0.000000e+00,8.621852, 8.621846e+00,8.621852, 6.953356e-310,8.621852, 1.000000e+00,
8.645556, 1.500000e+01,8.645556, 0.000000e+00,8.645556, 6.354450e+00,8.645556, 0.000000e+00,8.645556, 8.645550e+00,8.645556, 6.953356e-310,8.645556, 1.000000e+00,
8.669259, 1.500000e+01,8.669259, 0.000000e+00,8.669259, 6.330746e+00,8.669259, 0.000000e+00,8.669259, 8.669254e+00,8.669259, 6.953356e-310,8.669259, 1.000000e+00,
8.692963, 1.500000e+01,8.692963, 0.000000e+00,8.692963, 6.307043e+00,8.692963, 0.000000e+00,8.692963, 8.692957e+00,8.692963, 6.953356e-310,8.692963, 1.000000e+00,
8.716667, 1.500000e+01,8.716667, 0.000000e+00,8.716667, 6.283339e+00,8.716667, 0.000000e+00,8.716667, 8.716661e+00,8.716667, 6.953356e-310,8.716667, 1.000000e+00,
8.740370, 1.500000e+01,8.740370, 0.000000e+00,8.740370, 6.259635e+00,8.740370, 0.000000e+00,8.740370, 8.740365e+00,8.740370, 6.953356e-310,8.740370, 1.000000e+00,
8.764074, 1.500000e+01,8.764074, 0.000000e+00,8.764074, 6.235932e+00,8.764074, 0.000000e+00,8.764074, 8.764068e+00,8.764074, 6.953356e-310,8.764074, 1.000000e+00,
8.787778, 1.500000e+01,8.787778, 0.000000e+00,8.787778, 6.212228e+00,8.787778, 0.000000e+00,8.787778, 8.787772e+00,8.787778, 6.953356e-310,8.787778, 1.000000e+00,
8.811481, 1.500000e+01,8.811481, 0.000000e+00,8.811481, 6.188524e+00,8.811481, 0.000000e+00,8.811481, 8.811476e+00,8.811481, 6.953356e-310,8.811481, 1.000000e+00,
8.835185, 1.500000e+01,8.835185, 0.000000e+00,8.835185, 6.164821e+00,8.835185, 0.000000e+00,8.835185, 8.835179e+00,8.835185, 6.953356e-310,8.835185, 1.000000e+00,
8.858889, 1.500000e+01,8.858889, 0.000000e+00,8.858889, 6.141117e+00,8.858889, 0.000000e+00,8.858889, 8.858883e+00,8.858889, 6.953356e-310,8.858889, 1.000000e+00,
8.882593, 1.500000e+01,8.882593, 0.000000e+00,8.882593, 6.117413e+00,8.882593, 0.000000e+00,8.882593, 8.882587e+00,8.882593, 6.953356e-310,8.882593, 1.000000e+00,
8.906296, 1.500000e+01,8.906296, 0.000000e+00,8.906296, 6.093709e+00,8.906296, 0.000000e+00,8.906296, 8.906291e+00,8.906296, 6.953356e-310,8.906296, 1.000000e+00,
8.930000, 1.500000e+01,8.930000, 0.000000e+00,8.930000, 6.070006e+00,8.930000, 0.000000e+00,8.930000, 8.929994e+00,8.930000, 6.953356e-310,8.930000, 1.000000e+00,
8.953704, 1.500000e+01,8.953704, 0.000000e+00,8.953704, 6.046302e+00,8.953704, 0.000000e+00,8.953704, 8.953698e+00,8.953704, 6.953356e-310,8.953704, 1.000000e+00,
8.977407, 1.500000e+01,8.977407, 0.000000e+00,8.977407, 6.022598e+00,8.977407, 0.000000e+00,8.977407, 8.977402e+00,8.977407, 6.953356e-310,8.977407, 1.000000e+00,
9.001111, 1.500000e+01,9.001111, 0.000000e+00,9.001111, 5.998895e+00,9.001111, 0.000000e+00,9.001111, 9.001105e+00,9.001111, 6.953356e-310,9.001111, 1.000000e+00,
9.024815, 1.500000e+01,9.024815, 0.000000e+00,9.024815, 5.975191e+00,9.024815, 0.000000e+00,9.024815, 9.024809e+00,9.024815, 6.953356e-310,9.024815, 1.000000e+00,
9.048519, 1.500000e+01,9.048519, 0.000000e+00,9.048519, 5.951487e+00,9.048519, 0.000000e+00,9.048519, 9.048513e+00,9.048519, 6.953356e-310,9.048519, 1.000000e+00,
9.072222, 1.500000e+01,9.072222, 0.000000e+00,9.072222, 5.927784e+00,9.072222, 0.000000e+00,9.072222, 9.072216e+00,9.072222, 6.953356e-310,9.072222, 1.000000e+00,
9.095926, 1.500000e+01,9.095926, 0.000000e+00,9.095926, 5.904080e+00,9.095926, 0.000000e+00,9.095926, 9.095920e+00,9.095926, 6.953356e-310,9.095926, 1.000000e+00,
9.119630, 1.500000e+01,9.119630, 0.000000e+00,9.119630, 5.880376e+00,9.119630, 0.000000e+00,9.119630, 9.119624e+00,9.119630, 6.953356e-310,9.119630, 1.000000e+00,
9.143333, 1.500000e+01,9.143333, 0.000000e+00,9.143333, 5.856673e+00,9.143333, 0.000000e+00,9.143333, 9.143327e+00,9.143333, 6.953356e-310,9.143333, 1.000000e+00,
9.167037, 1.500000e+01,9.167037, 0.000000e+00,9.167037, 5.832969e+00,9.167037, 0.000000e+00,9.167037, 9.167031e+00,9.167037, 6.953356e-310,9.167037, 1.000000e+00,
9.190741, 1.500000e+01,9.190741, 0.000000e+00,9.190741, 5.809265e+00,9.190741, 0.000000e+00,9.190741, 9.190735e+00,9.190741, 6.953356e-310,9.190741, 1.000000e+00,
9.214444, 1.500000e+01,9.214444, 0.000000e+00,9.214444, 5.785562e+00,9.214444, 0.000000e+00,9.214444, 9.214438e+00,9.214444, 6.953356e-310,9.214444, 1.000000e+00,
9.238148, 1.500000e+01,9.238148, 0.000000e+00,9.238148, 5.761858e+00,9.238148, 0.000000e+00,9.238148, 9.238142e+00,9.238148, 6.953356e-310,9.238148, 1.000000e+00,
9.261852, 1.500000e+01,9.261852, 0.000000e+00,9.261852, 5.738154e+00,9.261852, 0.000000e+00,9.261852, 9.261846e+00,9.261852, 6.953356e-310,9.261852, 1.000000e+00,
9.285556, 1.500000e+01,9.285556, 0.000000e+00,9.285556, 5.714450e+00,9.285556, 0.000000e+00,9.285556, 9.285550e+00,9.285556, 6.953356e-310,9.285556, 1.000000e+00,
9.309259, 1.500000e+01,9.309259, 0.000000e+00,9.309259, 5.690747e+00,9.309259, 0.000000e+00,9.309259, 9.309253e+00,9.309259, 6.953356e-310,9.309259, 1.000000e+00,
9.332963, 1.500000e+01,9.332963, 0.000000e+00,9.332963, 5.667043e+00,9.332963, 0.000000e+00,9.332963, 9.332957e+00,9.332963, 6.953356e-310,9.332963, 1.000000e+00,
9.356667, 1.500000e+01,9.356667, 0.000000e+00,9.356667, 5.643339e+00,9.356667, 0.000000e+00,9.356667, 9.356661e+00,9.356667, 6.953356e-310,9.356667, 1.000000e+00,
9.380370, 1.500000e+01,9.380370, 0.000000e+00,9.380370, 5.619636e+00,9.380370, 0.000000e+00,9.380370, 9.380364e+00,9.380370, 6.953356e-310,9.380370, 1.000000e+00,
9.404074, 1.500000e+01,9.404074, 0.000000e+00,9.404074, 5.595932e+00,9.404074, 0.000000e+00,9.404074, 9.404068e+00,9.404074, 6.953356e-310,9.404074, 1.000000e+00,
9.427778, 1.500000e+01,9.427778, 0.000000e+00,9.427778, 5.572228e+00,9.427778, 0.000000e+00,9.427778, 9.427772e+00,9.427778, 6.953356e-310,9.427778, 1.000000e+00,
9.451481, 1.500000e+01,9.451481, 0.000000e+00,9.451481, 5.548525e+00,9.451481, 0.000000e+00,9.451481, 9.451475e+00,9.451481, 6.953356e-310,9.451481, 1.000000e+00,
9.475185, 1.500000e+01,9.475185, 0.000000e+00,9.475185, 5.524821e+00,9.475185, 0.000000e+00,9.475185, 9.475179e+00,9.475185, 6.953356e-310,9.475185, 1.000000e+00,
9.498889, 1.500000e+01,9.498889, 0.000000e+00,9.498889, 5.501117e+00,9.498889, 0.000000e+00,9.498889, 9.498883e+00,9.498889, 6.953356e-310,9.498889, 1.000000e+00,
9.522593, 1.500000e+01,9.522593, 0.000000e+00,9.522593, 5.477414e+00,9.522593, 0.000000e+00,9.522593, 9.522586e+00,9.522593, 6.953356e-310,9.522593, 1.000000e+00,
9.546296, 1.500000e+01,9.546296, 0.000000e+00,9.546296, 5.453710e+00,9.546296, 0.000000e+00,9.546296, 9.546290e+00,9.546296, 6.953356e-310,9.546296, 1.000000e+00,
9.570000, 1.500000e+01,9.570000, 0.000000e+00,9.570000, 5.430006e+00,9.570000, 0.000000e+00,9.570000, 9.569994e+00,9.570000, 6.953356e-310,9.570000, 1.000000e+00,
9.593704, 1.500000e+01,9.593704, 0.000000e+00,9.593704, 5.406303e+00,9.593704, 0.000000e+00,9.593704, 9.593697e+00,9.593704, 6.953356e-310,9.593704, 1.000000e+00,
9.617407, 1.500000e+01,9.617407, 0.000000e+00,9.617407, 5.382599e+00,9.617407, 0.000000e+00,9.617407, 9.617401e+00,9.617407, 6.953356e-310,9.617407, 1.000000e+00,
9.641111, 1.500000e+01,9.641111, 0.000000e+00,9.641111, 5.358895e+00,9.641111, 0.000000e+00,9.641111, 9.641105e+00,9.641111, 6.953356e-310,9.641111, 1.000000e+00,
9.664815, 1.500000e+01,9.664815, 0.000000e+00,9.664815, 5.335191e+00,9.664815, 0.000000e+00,9.664815, 9.664809e+00,9.664815, 6.953356e-310,9.664815, 1.000000e+00,
9.688519, 1.500000e+01,9.688519, 0.000000e+00,9.688519, 5.311488e+00,9.688519, 0.000000e+00,9.688519, 9.688512e+00,9.688519, 6.953356e-310,9.688519, 1.000000e+00,
9.712222, 1.500000e+01,9.712222, 0.000000e+00,9.712222, 5.287784e+00,9.712222, 0.000000e+00,9.712222, 9.712216e+00,9.712222, 6.953356e-310,9.712222, 1.000000e+00,
9.735926, 1.500000e+01,9.735926, 0.000000e+00,9.735926, 5.264080e+00,9.735926, 0.000000e+00,9.735926, 9.735920e+00,9.735926, 6.953356e-310,9.735926, 1.000000e+00,
9.759630, 1.500000e+01,9.759630, 0.000000e+00,9.759630, 5.240377e+00,9.759630, 0.000000e+00,9.759630, 9.759623e+00,9.759630, 6.953356e-310,9.759630, 1.000000e+00,
9.783333, 1.500000e+01,9.783333, 0.000000e+00,9.783333, 5.216673e+00,9.783333, 0.000000e+00,9.783333, 9.783327e+00,9.783333, 6.953356e-310,9.783333, 1.000000e+00,
9.807037, 1.500000e+01,9.807037, 0.000000e+00,9.807037, 5.192969e+00,9.807037, 0.000000e+00,9.807037, 9.807031e+00,9.807037, 6.953356e-310,9.807037, 1.000000e+00,
9.830741, 1.500000e+01,9.830741, 0.000000e+00,9.830741, 5.169266e+00,9.830741, 0.000000e+00,9.830741, 9.830734e+00,9.830741, 6.953356e-310,9.830741, 1.000000e+00,
9.854444, 1.500000e+01,9.854444, 0.000000e+00,9.854444, 5.145562e+00,9.854444, 0.000000e+00,9.854444, 9.854438e+00,9.854444, 6.953356e-310,9.854444, 1.000000e+00,
9.878148, 1.500000e+01,9.878148, 0.000000e+00,9.878148, 5.121858e+00,9.878148, 0.000000e+00,9.878148, 9.878142e+00,9.878148, 6.953356e-310,9.878148, 1.000000e+00,
9.901852, 1.500000e+01,9.901852, 0.000000e+00,9.901852, 5.098155e+00,9.901852, 0.000000e+00,9.901852, 9.901845e+00,9.901852, 6.953356e-310,9.901852, 1.000000e+00,
9.925556, 1.500000e+01,9.925556, 0.000000e+00,9.925556, 5.074451e+00,9.925556, 0.000000e+00,9.925556, 9.925549e+00,9.925556, 6.953356e-310,9.925556, 1.000000e+00,
9.949259, 1.500000e+01,9.949259, 0.000000e+00,9.949259, 5.050747e+00,9.949259, 0.000000e+00,9.949259, 9.949253e+00,9.949259, 6.953356e-310,9.949259, 1.000000e+00,
9.972963, 1.500000e+01,9.972963, 0.000000e+00,9.972963, 5.027044e+00,9.972963, 0.000000e+00,9.972963, 9.972956e+00,9.972963, 6.953356e-310,9.972963, 1.000000e+00,
