n 21, BTC size 21
0, 0.963864
0.1, 0.982832
0.2, 0.839205
0.3, 0.778717
0.4, 0.89308
0.5, 0.596862
0.6, 0.631429
0.7, 0.532995
0.8, 0.622814
0.9, 0.578374
1, 0.430166
1.1, 0.460083
1.2, 0.345459
1.3, 0.325894
1.4, 0.303465
1.5, 0.276792
1.6, 0.287555
1.7, 0.30692
1.8, 0.225263
1.9, 0.247318
2, 0.187813
