40179,0.0001016
40179.02,0.0001016
40185.9166666667,0.000135466666667
40185.9583333333,0.0002032
40186,0.000338666666667
40186.0416666667,0.000643466666667
40186.0833333333,0.001083733333333
40186.125,0.0017272
40186.1666666667,0.002099733333333
40186.2083333333,0.002167466666667
40195.25,0.002201333333333
40195.2916666667,0.002201333333333
40195.3333333333,0.0021336
40195.375,0.001998133333333
40195.4166666667,0.001693333333333
40195.4583333333,0.001286933333333
40195.5,0.0006096
40195.5416666667,0.000237066666667
40195.5833333333,0.000135466666667
40195.625,0.0001016
40195.6666666667,0.0001016
40195.7083333333,0.000135466666667
40195.75,0.000169333333333
40195.7916666667,0.000169333333333
40195.8333333333,0.000135466666667
40195.875,0.000270933333333
40197.3333333333,0.0003048
40198.1666666667,0.000372533333333
40198.2083333333,0.0004064
40198.25,0.000372533333333
40198.2916666667,0.000372533333333
40199.7916666667,0.000338666666667
40199.8333333333,0.000372533333333
40199.875,0.000338666666667
40199.9166666667,0.0002032
40199.9583333333,0.000169333333333
40200,0.0001016
40200.0416666667,6.77333333333E-05
40200.0833333333,6.77333333333E-05
40200.125,3.38666666667E-05
40200.1666666667,3.38666666667E-05
40200.2083333333,0
40200.25,0
40200.2916666667,0
40200.3333333333,0.0001016
40200.375,0.000270933333333
40200.4166666667,0.000338666666667
40200.4583333333,0.0004064
40202.375,0.000643466666667
40202.4166666667,0.000846666666667
40202.7083333333,0.0009144
40202.75,0.0011176
40202.875,0.0012192
40202.9166666667,0.0011176
40202.9583333333,0.001016
40203.0416666667,0.000948266666667
40203.0833333333,0.000880533333333
40203.125,0.000643466666667
40203.1666666667,0.000440266666667
40203.2083333333,0.000372533333333
40203.25,0.000169333333333
40203.2916666667,6.77333333333E-05
40203.375,0.0002032
40203.7083333333,0.000237066666667
40203.75,0.000338666666667
40203.8333333333,0.000372533333333
40203.875,0.0004064
40203.9583333333,0.0004064
40204.6666666667,0.000440266666667
40208.375,0.000440266666667
40208.4166666667,0.000440266666667
40208.4583333333,0.0003048
40208.5,0.0002032
40208.5416666667,0.0001016
40208.5833333333,6.77333333333E-05
40208.625,3.38666666667E-05
40208.6666666667,3.38666666667E-05
40208.7083333333,0
40208.75,0
40208.7916666667,3.38666666667E-05
40208.8333333333,0.000135466666667
40208.875,0.0003048
40208.9166666667,0.000474133333333
40208.9583333333,0.000541866666667
40209,0.000677333333333
40210,0.0008128
40211.7083333333,0.000846666666667
40211.75,0.000880533333333
40211.7916666667,0.000846666666667
40211.8333333333,0.000745066666667
40211.875,0.000575733333333
40211.9166666667,0.0004064
40211.9583333333,0.000338666666667
40212,0.000237066666667
40212.0416666667,0.000237066666667
40212.0833333333,0.000338666666667
40212.125,0.000440266666667
40212.1666666667,0.0006096
40212.2083333333,0.000778933333333
40212.375,0.001016
40214.4166666667,0.001354666666667
40214.4583333333,0.001524
40214.5,0.001659466666667
40214.5416666667,0.0016256
40214.5833333333,0.0016256
40214.625,0.0016256
40214.6666666667,0.0016256
40214.7083333333,0.001659466666667
40214.75,0.0016256
40214.7916666667,0.0014224
40214.8333333333,0.001490133333333
40214.875,0.001388533333333
40214.9166666667,0.0013208
40214.9583333333,0.001185333333333
40215,0.0011176
